location_name	top_category	latitude	longitude
Petco	Other Miscellaneous Store Retailers	40.937429	-73.745841
Church Of Beth Dabar	Religious Organizations	40.907003	-73.779547
Pace Home Buyers	Home Health Care Services	40.929899	-73.751141
Rosaly Alexander Pilates	Other Amusement and Recreation Industries	40.903068	-73.768623
Big Top of Scarsdale	Sporting Goods, Hobby, and Musical Instrument Stores	40.980375	-73.776493
The Bernadette Thompson Collection	Personal Care Services	41.006069	-73.811931
Shekinah Faith Ministries Inc	Religious Organizations	40.909254	-73.780748
Barry's Bootcamp	Other Amusement and Recreation Industries	40.985304	-73.776731
French Speaking Baptist Church	Religious Organizations	40.908355	-73.781373
Wine Bazaar	Beer, Wine, and Liquor Stores	40.922261	-73.77373
Colonial Village Flowers	Florists	40.981531	-73.776543
Cafe Alaia	Restaurants and Other Eating Places	40.987119	-73.809808
Eden French Speaking Seventh Day Adventist Church	Religious Organizations	40.909662	-73.790969
Lily Nail Spa	Personal Care Services	40.920478	-73.765205
Siam Orchid Thai Restaurant	Restaurants and Other Eating Places	40.9968	-73.817262
Hindu Temple Of Tri State Inc	Religious Organizations	40.990904	-73.800461
Sierra Cycles	Sporting Goods, Hobby, and Musical Instrument Stores	41.007532	-73.809481
Maya Cocina & Tequila Bar	Restaurants and Other Eating Places	40.998222	-73.815352
Ministerios Fraternidad Cristiana New Rochelle Inc	Religious Organizations	40.906959	-73.779538
The Redeemed Christian Church of God	Religious Organizations	40.914388	-73.785016
Lenny's Seafood and Steakhouse	Restaurants and Other Eating Places	40.930455	-73.74989
The Korean Presbyterian Church Of Westchester	Religious Organizations	40.904726	-73.785247
Seventh Day Adventist Reform Movement New Rochelle Church	Religious Organizations	40.916958	-73.7939
Jack's Barber Shop	Personal Care Services	40.928719	-73.752553
Palmer Automotive	Automotive Repair and Maintenance	40.928226	-73.765147
Julianne Steiner Studio	Personal Care Services	40.98443	-73.774734
Fratelli Pizzeria	Restaurants and Other Eating Places	40.914345	-73.773625
Shake Rattle & Roll Music	Sporting Goods, Hobby, and Musical Instrument Stores	40.976386	-73.803003
Arteaseta Salon	Clothing Stores	40.946489	-73.795128
Center For Movement	Other Amusement and Recreation Industries	40.985475	-73.808715
Spice Indian Bistro	Restaurants and Other Eating Places	40.914437	-73.773285
Larchmont Car Wash	Automotive Repair and Maintenance	40.922	-73.763806
Rustico Ristorante	Restaurants and Other Eating Places	40.99721	-73.817589
Bellasera ristorante	Restaurants and Other Eating Places	40.931678	-73.760349
Massa' Italian Kitchen and Bar	Restaurants and Other Eating Places	40.984247	-73.775384
Scarsdale Central Shopping Center	Lessors of Real Estate	41.000019	-73.814935
Sal's Italian American Market	Restaurants and Other Eating Places	40.973432	-73.804051
Lupe's Deli	Restaurants and Other Eating Places	40.909534	-73.794577
Starbucks	Restaurants and Other Eating Places	40.926549	-73.786273
Veracruz	Restaurants and Other Eating Places	40.914467	-73.794455
Twin Donut	Restaurants and Other Eating Places	40.909618	-73.780796
Yacine's Place	Personal Care Services	40.909947	-73.780314
New Roc Yamaha	Other Motor Vehicle Dealers	40.906532	-73.786463
Salon Camaj	Personal Care Services	40.947111	-73.795392
Raffi's Red Hot Grill	Grocery Stores	40.987783	-73.837559
Talbots	Clothing Stores	40.97006	-73.805499
Vision World	Health and Personal Care Stores	40.991461	-73.822998
Bubble Shop	Restaurants and Other Eating Places	41.009103	-73.809606
Dumont Center For Rehabilation and Nursing	Nursing Care Facilities (Skilled Nursing Facilities)	40.890134	-73.787155
Wine Stop & Spirits	Beer, Wine, and Liquor Stores	40.969839	-73.80591
A Touch of Polish	Personal Care Services	40.980638	-73.776514
Augie's Restaurant	Restaurants and Other Eating Places	40.932139	-73.757734
Monroe College Bookstore New Rochelle Bookstore	Book Stores and News Dealers	40.911057	-73.77968
Texas Roadhouse	Restaurants and Other Eating Places	40.91229	-73.781857
Talbots	Clothing Stores	40.969419	-73.806474
Mom's Cigar Warehouse	Other Miscellaneous Store Retailers	40.986732	-73.826257
Shore Park	Museums, Historical Sites, and Similar Institutions	40.88459	-73.791454
DOnofrio Park	Museums, Historical Sites, and Similar Institutions	40.89566	-73.793056
Amber Nail & Spa	Personal Care Services	41.00759	-73.809438
Batting Cages USA	Sporting Goods, Hobby, and Musical Instrument Stores	40.906965	-73.78854
Ethnika H Decor & Antiques	Used Merchandise Stores	40.92872	-73.771448
TT's Rainbow Nail	Personal Care Services	40.928903	-73.764823
Baraud Rd Lake Area	Museums, Historical Sites, and Similar Institutions	40.979325	-73.78088
Chinatown Restaurant	Restaurants and Other Eating Places	40.918038	-73.786378
Acds Westchester	Child Day Care Services	40.981082	-73.816972
Wallauer Paint & Design	Building Material and Supplies Dealers	40.947619	-73.795357
Bmk Stationery & Luncheonette	Restaurants and Other Eating Places	40.904223	-73.788519
El Sabor Latino New Rochelle	Restaurants and Other Eating Places	40.911495	-73.777814
Create with Susan	Sporting Goods, Hobby, and Musical Instrument Stores	40.980506	-73.808962
All Makes Leasing	Automobile Dealers	40.927866	-73.766033
Nordic Edge	Personal Care Services	40.990106	-73.806738
ShopRite	Grocery Stores	40.991489	-73.823099
Joy Temple Of The Apostolic Faith Inc	Religious Organizations	40.905094	-73.787585
Orangetheory Fitness	Other Amusement and Recreation Industries	40.988857	-73.82481
Blooming Nail & Spa	Personal Care Services	40.897204	-73.77764
Sergio's Ristorante	Restaurants and Other Eating Places	40.918828	-73.805796
Trax Deli	Grocery Stores	40.933124	-73.75903
Crotty's Cheesesteaks	Restaurants and Other Eating Places	40.927368	-73.789721
European Wax Center (EWC)	Personal Care Services	40.974563	-73.803816
SuggarPlums	Restaurants and Other Eating Places	40.920373	-73.787212
Billy &amp Pete's Social	Restaurants and Other Eating Places	40.935357	-73.75972
Midway Shopping Center	Lessors of Real Estate	40.991268	-73.822762
Stephenson Park	Museums, Historical Sites, and Similar Institutions	40.918345	-73.774214
Mavis Discount Tire	Automotive Repair and Maintenance	40.917713	-73.785373
AJ Nail Spa	Personal Care Services	40.933464	-73.761416
Michaels Stores	Sporting Goods, Hobby, and Musical Instrument Stores	40.892947	-73.818066
North Ridge Shopping Center	Lessors of Real Estate	40.94878	-73.792265
Larchmont Mini Mart	Grocery Stores	40.929511	-73.751685
St Augustine's Religious Education	Religious Organizations	40.927069	-73.750652
Dominic's Fine Cigars	Other Miscellaneous Store Retailers	40.929299	-73.751181
All Tangled Up	Personal Care Services	40.948589	-73.792331
Oneills Performance	Automotive Repair and Maintenance	40.97773	-73.805037
The Time Leisure Beauty Spa	Personal Care Services	40.91348	-73.808358
Kota African Hair Braiding	Personal Care Services	40.917581	-73.788549
El & Ella Hair Salon	Personal Care Services	40.910607	-73.782423
Fabulous Find	Clothing Stores	40.990049	-73.806332
The Learning Experience	Child Day Care Services	40.91346	-73.781179
Taqueria La Michoacana	Restaurants and Other Eating Places	40.909667	-73.791213
Pelham Jewish Center	Religious Organizations	40.898224	-73.813759
Rocbody Fitness Cafe	Restaurants and Other Eating Places	40.922936	-73.788123
B & B's 5th Ave Pub	Restaurants and Other Eating Places	40.919713	-73.805179
London Luxury Beds	Furniture Stores	40.911454	-73.783109
B & A Spa	Personal Care Services	40.914599	-73.772743
TGI Fridays	Restaurants and Other Eating Places	40.995309	-73.819719
Elegance Nails & Spa NY	Personal Care Services	40.985675	-73.810304
Boston Market	Restaurants and Other Eating Places	40.999852	-73.814643
Kim's Nails	Personal Care Services	40.908943	-73.781882
Christ The Cornerstone Covenant Church White Plains Ny	Religious Organizations	40.908684	-73.781339
Rainbow Body Works	Other Personal Services	40.906722	-73.782277
Wykagyl Country Club	Other Amusement and Recreation Industries	40.946807	-73.787471
Pet Pantry Warehouse	Other Miscellaneous Store Retailers	40.972589	-73.804634
Sol Y Mar	Restaurants and Other Eating Places	40.909452	-73.794859
Happy Kids Cuts	Personal Care Services	40.933463	-73.76143
Svetlana Bridal Couture	Clothing Stores	40.931058	-73.761247
Via Forno Wood Fired Pizza & Vinoteca	Restaurants and Other Eating Places	40.988582	-73.809524
Jani Chinese and Japanese Steak House	Restaurants and Other Eating Places	40.911274	-73.779965
Angel Tips Nailspa	Personal Care Services	40.921896	-73.774194
Wonder eyelash Extension	Personal Care Services	41.006049	-73.811949
Magen David Sephardic Congregation	Religious Organizations	40.972707	-73.774965
Larchmont Temple Inc	Religious Organizations	40.924729	-73.749245
24 Hour Fitness	Other Amusement and Recreation Industries	40.892297	-73.820662
Go Greenly	Restaurants and Other Eating Places	40.987077	-73.824075
Electric Beach	Personal Care Services	40.97466	-73.803882
D'Alba IT Services	Electronics and Appliance Stores	40.935309	-73.756316
Chabelitas	Restaurants and Other Eating Places	40.917046	-73.778871
Mount Carmel A M E Church	Religious Organizations	40.908328	-73.789913
SLICE of Scarsdale	Restaurants and Other Eating Places	40.987298	-73.809789
Kulltured Kandy	Other Miscellaneous Store Retailers	40.906654	-73.785479
Seth Greenbergs Just Desserts	Bakeries and Tortilla Manufacturing	40.933659	-73.758477
Usmex	Personal Care Services	40.914573	-73.79459
Barnes and Noble	Book Stores and News Dealers	40.969299	-73.80674
Steiner Sports Marketing	Sporting Goods, Hobby, and Musical Instrument Stores	40.913402	-73.779434
F45 Training	Other Amusement and Recreation Industries	40.998424	-73.815227
ShopRite	Grocery Stores	40.916852	-73.778646
Sun Hing Chinese Take Out	Restaurants and Other Eating Places	40.927318	-73.789577
Freedom Assembly Of God	Religious Organizations	40.91015	-73.810576
Aventura Deli & Grocery	Grocery Stores	40.914126	-73.794404
Get Soul	Restaurants and Other Eating Places	40.917142	-73.781136
Provisions Bake Shop	Bakeries and Tortilla Manufacturing	40.906647	-73.811665
Ramsey Farm	Specialty Food Stores	40.989253	-73.765879
Nordone & Sons Auto Body	Automotive Repair and Maintenance	40.922146	-73.763327
Magic Nail Beauty Spa	Personal Care Services	40.908636	-73.779972
Agostino's Italian Ristorante	Restaurants and Other Eating Places	40.898781	-73.777848
Pop's Espresso Bar	Restaurants and Other Eating Places	40.914357	-73.773533
Greentree Country Club	Other Amusement and Recreation Industries	40.893041	-73.795667
Greenacres Playground	Other Amusement and Recreation Industries	41.011642	-73.783128
Westcop Childrens Center For Learning	Child Day Care Services	40.91729	-73.790138
Neptune Park	Museums, Historical Sites, and Similar Institutions	40.891346	-73.782186
Metro Pizza & Pasta	Restaurants and Other Eating Places	40.914596	-73.78439
Five Guys	Restaurants and Other Eating Places	40.893925	-73.82012
Yeomiji	Restaurants and Other Eating Places	40.990142	-73.807323
County Tennis Club of Westchester	Other Amusement and Recreation Industries	41.01288	-73.792771
Setsuko At Jean Claude	Personal Care Services	40.984534	-73.774486
Taco Bell	Restaurants and Other Eating Places	40.912851	-73.775707
Ardsley Musical Instrument Svce	Sporting Goods, Hobby, and Musical Instrument Stores	41.000226	-73.838378
Amusement Consultants	Amusement Parks and Arcades	40.901044	-73.792031
Carvel	Restaurants and Other Eating Places	40.946718	-73.794503
Greenburgh Nature Center	Museums, Historical Sites, and Similar Institutions	41.00502	-73.807072
Pat's Hair Salon	Personal Care Services	40.909013	-73.811216
CVS	Health and Personal Care Stores	40.989088	-73.809288
