location_name	top_category	latitude	longitude
A Plus Auto Detailing	Automotive Repair and Maintenance	43.070848	-73.789493
Dunkin'	Restaurants and Other Eating Places	42.783769	-73.655354
The Gideon Putnam	Traveler Accommodation	43.057252	-73.797915
Restaurant Navona	Restaurants and Other Eating Places	42.653399	-73.788437
Showcase Homes of Malta	Other Personal Services	42.986157	-73.786922
Seventh day Aventist Church	Religious Organizations	43.06974	-73.742562
Beauty Society	Personal Care Services	42.970937	-73.790802
Church Of God Church Of God	Religious Organizations	43.136946	-73.704017
Usa Gasoline	Gasoline Stations	42.863355	-73.773249
Schenectady Community Action Program Head Start	Child Day Care Services	42.832097	-73.91596
Blessed Hope Worship Center	Religious Organizations	42.661164	-73.767744
Inferno Pizzeria	Restaurants and Other Eating Places	42.70458	-73.683863
Selenas Cafe	Restaurants and Other Eating Places	42.610168	-73.725462
IGA	Grocery Stores	42.827366	-73.967822
Park Lane Tobacconist	Other Miscellaneous Store Retailers	42.866532	-73.782016
Adventure In Food Trading	Grocery Stores	42.694471	-73.717103
Mattress Firm	Furniture Stores	42.867766	-73.930395
Augie's Family Style To Go	Restaurants and Other Eating Places	43.084496	-73.769402
Jolyns Hair and Tanning Salon	Personal Care Services	42.629327	-73.812151
Dollar General	General Merchandise Stores, including Warehouse Clubs and Supercenters	42.767707	-73.679934
Phone Wizard in Scotia	Electronics and Appliance Stores	42.860232	-73.935667
Stewart's Shops	Grocery Stores	42.794676	-74.005208
Saratoga Botanicals Organic Store and Spa	Personal Care Services	43.082043	-73.782171
Troy's Best Body Shop	Automotive Repair and Maintenance	42.748706	-73.680373
The Berlin	Restaurants and Other Eating Places	42.734858	-73.687372
Eddie F's	Restaurants and Other Eating Places	43.086496	-73.787899
Ushers's Road Xtra Mart	Gasoline Stations	42.904391	-73.78436
Montessori School Of Schenectady	Child Day Care Services	42.880354	-73.929303
Adja African Hair Braiding	Personal Care Services	42.673203	-73.782681
Healthy Pet Center	Other Miscellaneous Store Retailers	42.628838	-73.8098
Sycaway Bicycle Sales & Svce	Sporting Goods, Hobby, and Musical Instrument Stores	42.74356	-73.650217
Lucky Tattoo	Personal Care Services	42.665868	-73.774145
Loving Cafe	Restaurants and Other Eating Places	42.623511	-73.828354
Saratoga Springs Ice Rinks	Museums, Historical Sites, and Similar Institutions	43.08341	-73.784434
Beverage Barn	Beer, Wine, and Liquor Stores	42.767439	-73.676184
Cherry's Furniture	Furniture Stores	42.794576	-73.973761
Stewart's Shops	Grocery Stores	42.819067	-73.915419
Collar City Auto Haus	Automobile Dealers	42.777647	-73.676116
I Love Pizza of Troy	Restaurants and Other Eating Places	42.728931	-73.689712
CVS	Health and Personal Care Stores	42.625598	-73.821963
Recovery Sports Grill	Restaurants and Other Eating Places	42.738646	-73.671036
90'S Nails	Personal Care Services	42.723522	-73.680485
Vista Opticals	Health and Personal Care Stores	42.879717	-73.773605
Triangle Diner	Restaurants and Other Eating Places	43.095959	-73.772258
Island Mist Tanning	Personal Care Services	42.875037	-73.887589
ALDI	Grocery Stores	42.861012	-73.765158
Hudson River Commons	Lessors of Real Estate	42.738501	-73.677412
Hannah Glo Salon	Personal Care Services	42.706983	-73.662031
Five Guys	Restaurants and Other Eating Places	42.862201	-73.7844
Frank & Sons Body Works	Automotive Repair and Maintenance	42.833432	-73.955586
Elhariri Hot Food	Restaurants and Other Eating Places	42.660344	-73.782485
Elations Salon & Spa	Personal Care Services	42.781472	-73.695251
Gulf Oil	Gasoline Stations	42.790615	-73.968209
Miracle-Ear	Health and Personal Care Stores	42.810062	-73.991062
Coiled	Personal Care Services	42.818706	-73.913546
O'brien Pharmacy	Health and Personal Care Stores	43.002773	-73.849059
DeVoe's Rainbow Delights	Restaurants and Other Eating Places	42.848077	-73.751835
Wendy's	Restaurants and Other Eating Places	43.078242	-73.787963
Zoom Tan	Other Personal Services	42.692548	-73.687832
ABC Auto	Automobile Dealers	42.785216	-73.67204
A & A Auto	Automobile Dealers	42.767578	-73.676911
Tricity Auto Sales	Automobile Dealers	42.802682	-73.955613
Dollar General	General Merchandise Stores, including Warehouse Clubs and Supercenters	42.910392	-73.685429
Mangia Italiano	Restaurants and Other Eating Places	42.817852	-73.77418
Concepts of Health Care	Home Health Care Services	43.035549	-73.846022
Flower Scout	Florists	42.726781	-73.692742
Hair Studio One Studio	Personal Care Services	42.867714	-73.929528
Domino's Pizza	Restaurants and Other Eating Places	42.627493	-73.817197
Hokkaido Asian Bistro	Restaurants and Other Eating Places	42.67957	-73.790065
Subway	Restaurants and Other Eating Places	42.737979	-73.677127
Sunoco	Gasoline Stations	42.98924	-73.852329
Burger King	Restaurants and Other Eating Places	42.704127	-73.715118
Burger Grill & Middle Eastern Cuisine	Grocery Stores	42.808297	-73.988445
Kinloch Park	Museums, Historical Sites, and Similar Institutions	42.710769	-73.661184
Wever Petroleum	Gasoline Stations	42.790938	-73.678631
The Salvation Army Albany NY Adult Rehabilitation Center	Used Merchandise Stores	42.663136	-73.766374
Brown's Brewing Co	Beverage Manufacturing	42.735807	-73.687726
Racing City Brewing Company	Beverage Manufacturing	43.093176	-73.757368
Ta Da	Office Supplies, Stationery, and Gift Stores	42.858761	-73.779357
Lotus Wellness Studio	Personal Care Services	42.731364	-73.687859
Father's Produce	Grocery Stores	42.631855	-73.809905
Pepper Jack's	Restaurants and Other Eating Places	42.672977	-73.785539
Stewart's Shops	Grocery Stores	42.93633	-73.807992
Variety Pizza & Deli	Restaurants and Other Eating Places	42.666113	-73.79211
Lock One Marina	Other Motor Vehicle Dealers	42.828018	-73.666786
Partridge Pub Ofc	Restaurants and Other Eating Places	42.661364	-73.782811
Rathskellar Rensselaer Union	Restaurants and Other Eating Places	42.729191	-73.679029
Popeyes Louisiana Kitchen	Restaurants and Other Eating Places	42.738391	-73.672754
Adept Health Care Service	Home Health Care Services	42.732558	-73.688414
Serrago's Swimmers	Other Amusement and Recreation Industries	42.654718	-73.807513
Midas	Automotive Repair and Maintenance	43.070342	-73.788204
Central Park	Museums, Historical Sites, and Similar Institutions	42.654232	-73.733466
Cugino's Pizzeria	Restaurants and Other Eating Places	42.638958	-73.746411
FixMaster	Electronics and Appliance Stores	42.808254	-73.987709
Le'Spa	Personal Care Services	42.962532	-73.779133
Broadview Plaza	Lessors of Real Estate	42.798413	-73.964897
Saratoga Springs Preservation Foundation	Museums, Historical Sites, and Similar Institutions	43.078535	-73.779459
Clover Patch Day Care Center	Child Day Care Services	42.893911	-73.896351
Ryder	Automotive Equipment Rental and Leasing	42.6598	-73.740187
Raindancer Car Wash	Automotive Repair and Maintenance	42.846597	-73.941628
Shoppers World	Clothing Stores	42.866035	-73.781276
Samuel's Formal Wear	Clothing Stores	42.808451	-73.987949
Zale's Auto Body Collision Svce	Automotive Repair and Maintenance	42.901106	-73.688968
Artisanal Brew Works	Beverage Manufacturing	43.060162	-73.814615
Solar Nails	Personal Care Services	42.808156	-73.989663
Camacho's Barber Shop	Personal Care Services	42.863722	-73.787849
Paradise Pet Salon	Other Miscellaneous Store Retailers	42.845391	-73.942111
Judson Meadows Assisted Living	Home Health Care Services	42.845586	-73.951223
Tuscan Grill & Cafe	Restaurants and Other Eating Places	42.694341	-73.722393
Daily Nails & Spa	Personal Care Services	42.834362	-73.737707
Iris Nails & Spa	Personal Care Services	43.094554	-73.743852
T.J. Maxx	Department Stores	42.653119	-73.721058
Yaddo	Other Personal Services	43.069522	-73.756158
Ragonese Italian Imports	Restaurants and Other Eating Places	42.654462	-73.794071
