occupation	latitude	longitude	zipcode

Modern_on_the_Rails	B	40.954115	-73.7367	10543

Mike's_Tailoring	E	41.292535	-73.880256	10567

Glass_Doctor_of_Westchester_Rockland_&_the_Bronx_Counties	C	40.950204	-73.742082	10543

CosmoS_Martial_Arts	B	40.951692	-73.736171	10543

Wireless_Concepts	C	40.949989	-73.733878	10543

Woodstone_Builders	C	40.939095	-73.744918	10543

Steven_Livingston_Ameriprise_Financial_Services	A	41.006852	-73.689897	10573

Jansen_Grocery	C	40.927105	-73.899535	10701

Paul_D_Santucci_Ameriprise_Financial_Services	A	41.006415	-73.690214	10573

Burak_George_MD	A	40.92132	-73.862052	10704

Congregation_Kneses_Tifereth_Israel	A	41.018112	-73.668494	10573

Maselli's_Delicatessen_&_Catering	B	40.991807	-73.674592	10573

Laconia_Pizza	B	40.88475	-73.849268	10466

Lombardi_and_Associates_Ameriprise_Financial_Services	A	41.006394	-73.690224	10573

St_Eugene_School	A	40.953728	-73.841409	10710

HeartCare	A	40.917039	-73.85908	10704

Games_&_Wireless_Central	C	40.933339	-73.897627	10701

8Th_Ave_Playground	B	40.896925	-73.83523	10550

Rick_Bloom	A	41.006382	-73.690381	10573

Shear_Art_Studio	B	40.950841	-73.728845	10543

Planet_Fitness	B	40.86315	-73.835638	10469

Msquash_Academy	B	40.999428	-73.663206	10573

Lenoir_Preserve	B	40.976753	-73.882537	10701

W_Mix_Market	C	40.941982	-73.89786	10701

CITGO	C	40.917154	-73.840863	10550

Popeyes_Louisiana_Kitchen	B	40.932023	-73.899364	10701

Public_Storage	C	40.891564	-73.827766	10550

3T_Open_Imaging_of_Westchester	A	40.963997	-73.839573	10710

Twin_Donut	B	40.954018	-73.851588	10710

Kiyici_Aylen	A	40.861888	-73.842777	10469

InterCounty_Supply	C	40.997979	-73.674915	10573

GameStop	C	40.978012	-73.831551	10710

Le_Macaron	E	40.963125	-73.855918	10710

Rodriguez_Bartholome_MD	A	40.89436	-73.859667	10466

Ehice	C	40.912844	-73.837671	10550

Eastchester_Playground	B	40.869825	-73.852816	10469

Abdelnour_Day_Spa	B	40.944356	-73.883048	10701

GLOW_Hair_Care	B	40.916612	-73.813377	10552

Jason_Hochfelder_MD	A	40.921327	-73.861986	10704

Albert_C_Rosen_MD	A	40.915339	-73.837151	10550

Johnny's_Pizzeria	B	40.91766	-73.839415	10550

Dresses_For_Less	C	40.910138	-73.837849	10550

One_Price_Dry_Cleaners	E	40.923817	-73.858533	10704

Chase	C	40.993158	-73.668868	10573

New_York_Electrolysis_Association	A	40.915495	-73.856979	10704

El_Fogon_De_Bayacane_Restaurant	B	40.91366	-73.837634	10550

Boys_&_Girls_Clubs_of_America	B	40.901785	-73.835691	10550

Pet_Valu	C	40.976442	-73.831031	10710

Rite_Aid	A	40.881151	-73.823799	10475

La_Taza_with_open_kitchen	B	40.88733	-73.860426	10466

Allied_Healthcare_Physicians	A	40.950938	-73.729766	10543

A_Carril's_Auto_Body_Shop	D	40.928848	-73.895945	10701

Richards_Auto_Driving_School	C	40.93484	-73.894625	10701

Sterling_National_Bank	C	40.931637	-73.899259	10701

Greenland_Cleaning	D	40.885709	-73.859591	10466

Normans_Auto_Driving_School	C	40.865461	-73.837117	10469

Elevate_Recovery	A	40.959932	-73.892672	10701

Pollo_A_La_Brasa_Misti_Restaurant	B	41.002066	-73.662491	10573

SoYo_Nails	B	40.934234	-73.900685	10701

St_Andrew's_Marthoma_Church	A	40.916897	-73.849985	10704

Simona_Saroyan_DMD	A	41.003927	-73.67187	10573

BP	C	40.926159	-73.837965	10552

Dunkin'	B	40.994892	-73.674044	10573

Piliana's	B	40.913915	-73.854385	10704

GNC_(General_Nutrition_Centers)	A	40.996638	-73.67259	10573

D_Block_Car_Wash_&_Gas	C	40.938849	-73.885766	10701

Susan_E_Wagner_Dcc	A	40.886066	-73.845415	10466

T.J._Maxx	C	40.966686	-73.857374	10710

Bronx_Alliance_Middle_School	A	40.886306	-73.840572	10466

Hardge_Connections_LLC	A	40.912829	-73.837999	10550

Storage_Post_Yonkers	C	40.942331	-73.882456	10701

Weight_Watchers	B	40.876576	-73.828706	10475

Paleteria_Fernandez	B	40.95141	-73.735791	10543

Joseph_C_Vetere	A	40.861374	-73.843579	10469

Boost_Mobile	C	40.954814	-73.865494	10710

War_Memorial_Park	B	40.937316	-73.891008	10701

Rye_Radiology_Associates	A	41.003064	-73.6846	10573

Javy's	B	41.004215	-73.660576	10573

Best_Chinese_Restaurant	B	40.883903	-73.833034	10475

Singas_Famous_Pizza	B	40.981854	-73.824864	10710

LA_Fitness	B	40.964298	-73.855492	10710

Aqua_Wellness_World	B	41.004462	-73.672973	10573

DeCesare_Agency	C	40.90447	-73.867972	10704

WORLDPAC	C	40.905009	-73.834146	10550

Ripe_Kitchen_&_Bar	B	40.898214	-73.838821	10550

Nelly_Beauty_Salon	B	40.875334	-73.851246	10469

Samsonite	C	40.862936	-73.827994	10475

Artistic_Auto_Body	D	40.928018	-73.894896	10701

Martial_Arts_Of_Westchester	B	41.249869	-73.915681	10567

GNC_(General_Nutrition_Centers)	A	40.864335	-73.827414	10475

Taconic_Rt_202_24_Hour_Veterinary_Center	A	41.288946	-73.842139	10567

Mamaroneck_High_School	A	40.941689	-73.744214	10543

First_Baptist_Church	A	40.958296	-73.735455	10543

New_York_Public_Library_Baychester_Library	B	40.870725	-73.829314	10475

Music_&_Arts	C	40.953838	-73.739019	10543

Hudson_Valley_OB_Gyn_Associates	A	41.289883	-73.893814	10567

AAbsolute_brokerage	C	40.899092	-73.833516	10550

C_&_B_Automotive	D	40.936056	-73.888946	10701

Suma_Federal_Credit_Union	C	40.969993	-73.879315	10701

Ravens_Wings	A	40.960254	-73.843005	10710

Poppys_Deli	B	40.901188	-73.820246	10550

Co_op_City_Baptist_Church	A	40.864847	-73.822032	10475

Dr_Miriam_N_James	A	40.91147	-73.839371	10550

Cullen's_Tavern	B	40.896638	-73.855248	10466

Montefiore_Medical_Center_Wakefield_Campus	A	40.894236	-73.86117	10466

D_and_W_Sheet_Metal	C	40.885765	-73.830526	10466

H_Boo_Wilson_Park_&_Playground	B	40.9564	-73.8684	10710

Rinconcito_Ecuatoriano	B	41.003445	-73.661374	10573

Dr_Martin_P_McGrath	A	40.968202	-73.884164	10701

BMW_of_Greenwich_Mamaroneck	C	40.946496	-73.735425	10543

Santucci_&_Associates_Ameriprise_Financial_Services	A	41.006407	-73.690256	10573

Fenimore_Deli	B	40.950642	-73.743057	10543

Dusty_Rose	C	41.003104	-73.683136	10573

Hina_Eyebrow_Threading	A	40.94975	-73.733585	10543

Taco_Bell	B	40.882881	-73.824711	10475

Butrymowicz_Bogdan_DDS	A	40.959328	-73.888004	10701

Keller_Chiropractic_Offices	A	40.904128	-73.867271	10704

Gun_Hill_Brewing_Co	D	40.872119	-73.855931	10469

Hilltop_Auto_Salvage	C	40.887121	-73.826153	10466

Cupcake_Me	E	40.864295	-73.822687	10475

Triple_R_drain_Solution	C	40.888892	-73.847745	10466

Luxe_V_Events	B	40.913173	-73.837601	10550

Duncan_Donuts	B	40.894213	-73.823707	10550

Barnes_and_Noble	C	40.984833	-73.824872	10710

La_Cabana_Restaurant	B	40.93912	-73.888145	10701

Cosmopolitan_Nail_Ink	B	40.914789	-73.851365	10704

Dunkin'	B	41.000134	-73.679769	10573

St_Lucy_Parish	A	40.861435	-73.862068	10469

FedEx	C	41.000459	-73.679067	10573

PostNet	B	41.003175	-73.683334	10573

Alltek	D	41.301013	-73.88234	10567

JS_Spa_&_Nails	B	40.924715	-73.867063	10704

GARAGE	C	40.927745	-73.853607	10704

Bella_Nails_&_Spa	B	40.961228	-73.842138	10710

Ace_Endico	C	40.914445	-73.843977	10550

Hilton_International	B	41.009792	-73.688187	10573

