location_name	top_category	latitude	longitude
D'Angelos,Restaurants and Other Eating Places,40.875214,-73.860363
Chatsworth Antiques & Consignments,Used Merchandise Stores,40.94781,-73.744341
T.J. Maxx,Department Stores,40.966623,-73.857308
Orvis,Sporting Goods, Hobby, and Musical Instrument Stores,40.9629,-73.855759
U-Haul,Automotive Equipment Rental and Leasing,40.943737,-73.880969
Michael's Florist,Florists,40.892026,-73.858454
Charley's Antiques & Used Furniture,Used Merchandise Stores,40.912681,-73.849491
GARAGE,Clothing Stores,40.927811,-73.853642
Bahais Of Mount Vernon,Religious Organizations,40.929741,-73.836589
Goose Bay I,Child Day Care Services,40.862975,-73.825355
Studio50 Fitness,Other Amusement and Recreation Industries,40.948856,-73.733411
Mclean Plaza,Lessors of Real Estate,40.909068,-73.875665
Adamas Barber Shop,Personal Care Services,40.886177,-73.84829
Good Vibes,Personal Care Services,40.897008,-73.854924
Archdioces Of NY,Religious Organizations,40.929803,-73.86371
ConocoPhillips,Gasoline Stations,40.904421,-73.867783
True World Ministries Inc,Religious Organizations,40.9504,-73.732985
Dunn Sport,Automotive Repair and Maintenance,40.885682,-73.829165
Eastchester Rehabilitation And Health Care Center,Nursing Care Facilities (Skilled Nursing Facilities),40.865691,-73.842807
Khangri Restaurant,Restaurants and Other Eating Places,40.935089,-73.898889
Mobil,Gasoline Stations,41.311418,-73.906883
Trenchard St Playground,Other Amusement and Recreation Industries,40.920015,-73.859889
Christian Bible Church,Religious Organizations,40.935547,-73.898857
Baomui Beauty Salon,Personal Care Services,40.910623,-73.836383
Staples,Office Supplies, Stationery, and Gift Stores,40.867655,-73.828956
Walgreens,Health and Personal Care Stores,40.862971,-73.843118
Sofia's Italian Bistro,Restaurants and Other Eating Places,40.94875,-73.733414
Tuckahoe Deli,Grocery Stores,40.952658,-73.843235
LIDS,Clothing Stores,40.926975,-73.855299
Ankerson Pharmacy,Health and Personal Care Stores,40.911285,-73.836708
Ultimate Enrichment,Child Day Care Services,40.881282,-73.839373
St Ursulas Church,Religious Organizations,40.917913,-73.8306
Doral Arrowwood Resort,Traveler Accommodation,41.044006,-73.6894
Dunkin',Restaurants and Other Eating Places,40.935692,-73.856849
St Columbanus Parish,Religious Organizations,41.312931,-73.903705
Llama Ice Cream,Restaurants and Other Eating Places,41.002252,-73.667117
Dunwoodie Pizzeria & Restaurant,Restaurants and Other Eating Places,40.924633,-73.866975
Finish Line,Shoe Stores,40.92674,-73.853578
